emp_no,last_name,first_name,title
82397,Peris,Mart,Senior Staff
82419,Rindone,Karoline,Senior Engineer
82422,Falby,Tesuya,Senior Staff
82434,Mullainathan,Bojan,Senior Engineer
82443,Perry,Vincent,Senior Engineer
82457,Pauthner,Vidar,Senior Engineer
82460,Zhang,Claude,Senior Engineer
82478,Ginneken,Vishwani,Senior Engineer
82491,Lorho,Lalit,Engineer
82495,Perly,Jahangir,Staff
82530,Morton,Ioana,Senior Staff
82540,Bratten,Aleksander,Senior Engineer
82544,Keirsey,Eberhardt,Senior Staff
82553,Georgakopoulos,Barry,Staff
82555,Kavraki,Fabrizio,Senior Engineer
82557,McClure,Cheong,Technique Leader
82566,Portugali,Mary,Senior Engineer
82568,Flanders,Giri,Senior Staff
82571,Argence,Padma,Senior Engineer
82572,Brattka,Moie,Senior Staff
82573,Berendt,Genevieve,Staff
82585,Bodoff,Berry,Senior Staff
82591,Lampe,Ugo,Senior Engineer
82595,Zeleznik,Valdiodio,Senior Staff
82598,Chenoweth,Palash,Senior Engineer
82601,Nitto,Munehiko,Senior Engineer
82626,Reeken,Adit,Senior Engineer
82634,Plesums,Volkmar,Technique Leader
82644,Pleszkun,Kellyn,Senior Engineer
82646,Plump,Shugo,Senior Engineer
82668,Menhardt,Feipei,Senior Staff
82678,Haldar,Poorav,Senior Engineer
82683,Dayang,Pantung,Senior Staff
82689,Crouzet,Zijian,Senior Engineer
82704,Lunn,Marla,Senior Engineer
82705,Ladret,Ingmar,Senior Staff
82708,Basagni,Rajmohan,Senior Staff
82721,Showalter,Arvind,Senior Staff
82737,Mamelak,Kien,Technique Leader
82747,Danlos,Kankanahalli,Engineer
82751,Haumacher,Nirmal,Senior Engineer
82760,Dulay,Weiwu,Senior Engineer
82761,Underwood,Mabry,Senior Staff
82774,Maierhofer,Aral,Senior Staff
82808,Reinhart,Sumant,Senior Engineer
82812,Morrey,Heather,Senior Engineer
82815,Ranum,Alper,Senior Engineer
82821,Cappelletti,Bokyung,Senior Engineer
82823,Alvarado,Geraldo,Senior Engineer
82834,Lieblein,Kersti,Senior Engineer
82835,Dredge,Jaber,Senior Engineer
82849,VanScheik,Makato,Senior Staff
82856,Erez,Hidefumi,Senior Engineer
82858,Taubman,True,Senior Staff
82875,Terekhov,Domenick,Senior Staff
82886,Pettis,Rayond,Senior Engineer
82893,Unni,Junsik,Senior Staff
82895,Peck,Ramya,Senior Engineer
82905,Luks,Domenick,Senior Engineer
82911,Bierman,Irena,Staff
82944,Gomatam,Alois,Technique Leader
82970,Servieres,Qiwen,Senior Staff
82979,Yeung,Magdalena,Technique Leader
82981,Mitina,Fayez,Senior Engineer
82992,Marwedel,Jixiang,Senior Engineer
82996,Ramras,Shahab,Senior Engineer
82998,Linares,Mary,Senior Staff
83000,Talmor,Apostol,Senior Engineer
83009,Gerteisen,Francesca,Senior Staff
83018,Kitsuregawa,Ohad,Senior Engineer
83035,Lamparter,Mart,Technique Leader
83039,Facello,Yonghong,Senior Staff
83052,Whitcomb,Henk,Engineer
83055,Luon,Kwun,Staff
83056,Pesch,Muneo,Senior Engineer
83057,Passafiume,Niteen,Senior Staff
83068,Kawashima,Cristinel,Senior Engineer
83092,Kranzdorf,Bernt,Senior Engineer
83106,Wossner,Limsoon,Senior Engineer
83123,Randt,Aemilian,Staff
83125,Staudhammer,Frederique,Senior Engineer
83143,Krupka,Luisa,Senior Engineer
83167,Chachaty,Nagui,Senior Staff
83168,Danner,Yechiam,Senior Staff
83179,Ermel,Jaques,Senior Staff
83189,Birrer,Kristian,Senior Engineer
83194,Bridgland,Vidar,Senior Staff
83210,Zockler,Seongbae,Senior Engineer
83230,Lammel,Jaana,Senior Engineer
83232,Chimia,Satyanarayana,Senior Engineer
83233,Giarratana,Kerryn,Engineer
83244,Hiroyama,Constantine,Senior Staff
83260,Markovitch,Premsyl,Senior Staff
83284,Ghalwash,Genta,Senior Engineer
83294,Petersohn,Gudjon,Technique Leader
83296,Lorin,Pascal,Technique Leader
83304,Pocchiola,Lenore,Senior Staff
83310,Valette,Tsvetan,Senior Engineer
83326,Schlegelmilch,Rajmohan,Senior Engineer
83328,Demri,Ute,Senior Engineer
83334,Thebaut,Arno,Senior Staff
83336,Zongker,Ewing,Staff
83342,Piancastelli,King,Engineer
83348,Kuszyk,Bokyung,Senior Engineer
83356,Begiun,Vishwani,Senior Engineer
83375,Kenevan,Anestis,Assistant Engineer
83381,Borovoy,Dietrich,Senior Engineer
83385,Falco,Berry,Senior Staff
83392,Junet,Evgueni,Senior Engineer
83408,Pettey,Brewster,Senior Engineer
83411,Swiss,Tonny,Senior Staff
83436,Serdy,Ult,Assistant Engineer
83443,Nooteboom,Shigeu,Senior Engineer
83448,Polajnar,Heping,Senior Staff
83468,Beilner,Charlene,Staff
83476,Porenta,Steve,Senior Staff
83477,Frijda,Jayson,Engineer
83478,Budinsky,Goa,Senior Staff
83493,Danlos,Oksana,Senior Engineer
83506,Lamma,Mohamadou,Senior Engineer
83507,Chimia,Shugo,Senior Staff
83515,Collavizza,Fay,Senior Engineer
83531,Pezzoli,DAIDA,Senior Staff
83540,Andreotta,Rafail,Technique Leader
83546,Kawashimo,Maha,Senior Engineer
83557,Candan,Elvis,Engineer
83559,Schmittgen,Mircea,Engineer
83565,Beidas,Nevio,Senior Staff
83573,Thummel,Slavian,Senior Engineer
83574,Masamoto,Gonzalo,Senior Staff
83576,Cronan,Mayumi,Senior Engineer
83583,Sethi,Guadalupe,Senior Staff
83584,Weiland,Bojan,Senior Engineer
83585,Himler,Susuma,Senior Engineer
83592,Baek,Georgy,Senior Engineer
83595,Koshino,Divine,Senior Engineer
83600,Mayerwieser,Muzhong,Senior Engineer
83614,Schach,Takanari,Senior Engineer
83626,Maccarone,Reuven,Technique Leader
83629,Fabrizio,Tamiya,Senior Engineer
83634,Randi,Danae,Senior Staff
83643,Tsukune,Jinxi,Engineer
83650,Raoux,Mariangiola,Senior Engineer
83669,Zlotek,Kasidit,Senior Engineer
83698,Krohn,Adib,Senior Staff
83699,Luby,Fayez,Senior Staff
83715,Steinauer,Zeydy,Engineer
83730,Lorie,Dharmaraja,Senior Staff
83747,Schwabacher,Kristine,Senior Staff
83748,Molberg,Hyuncheol,Engineer
83753,Liedekerke,Sachar,Engineer
83756,Esposito,Constantijn,Senior Engineer
83757,Zielinski,Radhia,Senior Engineer
83768,Ariola,Mark,Senior Staff
83778,Nitto,Premsyl,Senior Staff
83787,Lanzelotte,Xuejia,Senior Staff
83792,Nishimukai,Otmar,Senior Staff
83797,Fontan,Kazuhisa,Senior Staff
83798,Kropp,Shigeo,Senior Engineer
83804,Kragelund,Iara,Senior Engineer
83806,Kumaresan,Froduald,Senior Engineer
83808,Setiz,Danel,Senior Staff
83822,Haddadi,Menkae,Senior Engineer
83829,Zielinski,Cristinel,Senior Staff
83845,Chleq,Franziska,Senior Staff
83849,Schwartzburd,Shaleah,Senior Engineer
83850,Bugaenko,Mooi,Senior Staff
83856,Ernst,Udi,Senior Staff
83858,Matzke,Gregory,Engineer
83873,Bednarek,Jaihie,Senior Staff
83875,Herber,Neelam,Senior Staff
83881,Michaels,Gino,Engineer
83887,Ciolek,Doohun,Senior Staff
83895,Pettey,Hyuncheol,Technique Leader
83898,England,Erzsebet,Technique Leader
83905,Savasere,Alejandra,Senior Staff
83910,Flexer,Zdislav,Technique Leader
83913,Mitsuhashi,Xuejia,Senior Engineer
83923,Garnham,Bedir,Engineer
83928,Apsitis,Paraskevi,Senior Staff
83934,Edelhoff,Mabhin,Senior Engineer
83947,Usdin,Lucien,Senior Engineer
83949,Biran,Tomokazu,Engineer
83968,Rando,Giap,Senior Engineer
83977,Yetim,Masali,Senior Staff
83980,Vrecion,Zhigen,Senior Engineer
83984,Pluym,Mingsen,Staff
83986,Cusworth,Danae,Senior Staff
83988,Kruskal,Georg,Senior Staff
84000,Antonakopoulos,Val,Senior Engineer
84001,Facello,Badri,Senior Engineer
84012,Salvesen,Marko,Engineer
84021,Bierbaum,Parviz,Senior Staff
84025,Ariola,Ugo,Technique Leader
84042,Maraist,Gita,Senior Staff
84048,Portugali,Lillian,Technique Leader
84051,Taubman,Kirk,Staff
84059,Hofting,Lidong,Senior Engineer
84061,Gopalakrishnan,Khaled,Senior Staff
84062,Comyn,Shuichi,Senior Engineer
84066,Thambidurai,Jianhui,Senior Engineer
84093,Cronau,Masamitsu,Engineer
84095,Boudaillier,Ziyad,Senior Staff
84098,Merle,Shalesh,Senior Staff
84114,Naudin,Gaetan,Senior Engineer
84137,Baik,Genevieve,Senior Staff
84138,Maginnis,Jovan,Senior Engineer
84144,Wursthorn,Radhia,Senior Staff
84160,Sherertz,Jaideep,Staff
84188,Holburn,Serenella,Senior Engineer
84202,Serre,Atreye,Senior Engineer
84214,Chaudhuri,Van,Engineer
84219,Vuskovic,DeForest,Senior Staff
84242,Panienski,Tremaine,Senior Staff
84255,Nations,Ramalingam,Senior Staff
84260,Boreale,Gunilla,Technique Leader
84263,Henseler,Jackson,Senior Staff
84268,Belinskaya,Kazuhira,Senior Engineer
84282,Mateescu,Saddek,Engineer
84283,Slaats,Gal,Engineer
84292,Luff,Leaf,Senior Engineer
84305,Kalloufi,Minghong,Senior Engineer
84318,Lally,Shin,Senior Staff
84322,Gide,Berto,Engineer
84331,Rousseau,Ziyad,Staff
84334,Emden,Zdislav,Senior Staff
84340,Granlund,Moriyoshi,Senior Staff
84353,Pesch,Genta,Staff
84362,Maccarone,JoAnne,Technique Leader
84370,Reghbati,Fei,Senior Staff
84382,Wallrath,Harjit,Senior Engineer
84388,Sifakis,Chikako,Engineer
84393,Yemenis,Marke,Senior Staff
84407,Plessier,Chaoyi,Senior Staff
84408,Kruskal,Itzchak,Senior Staff
84412,Delgrande,Somnath,Senior Staff
84416,Lanphier,Satosi,Senior Staff
84419,Foote,Hailing,Senior Engineer
84421,Schaar,Lokesh,Senior Engineer
84427,Valiente,IEEE,Senior Engineer
84459,Barreiro,Amalendu,Engineer
84475,Erni,Kien,Assistant Engineer
84487,Hashii,Apostol,Senior Engineer
84502,Tomescu,Murthy,Engineer
84510,Leaver,Matt,Technique Leader
84552,Sidou,Pramod,Engineer
84553,Lamparter,Ekawit,Senior Engineer
84568,Peltason,Denny,Senior Engineer
84578,Chorvat,Shigeaki,Senior Staff
84587,Bressoud,Sangeeta,Senior Engineer
84596,Picht,Poornachandra,Technique Leader
84600,Chachaty,Sham,Senior Engineer
84606,Kawashimo,Gully,Senior Engineer
84626,Pena,Yonghong,Engineer
84629,Kaltofen,Heon,Senior Staff
84656,Lubachevsky,Danai,Senior Engineer
84662,Kalafatis,Sanjeeva,Senior Staff
84671,Dalphin,Lenore,Senior Engineer
84672,Lamparter,Mihalis,Senior Staff
84685,Jullig,Alejandra,Senior Engineer
84686,Vieri,Rosli,Senior Engineer
84707,Ushiama,Odinaldo,Senior Engineer
84720,Champarnaud,Akemi,Senior Staff
84722,Slutz,Hercules,Senior Engineer
84725,Boyle,Zejun,Senior Engineer
84734,Kadhim,Khedija,Senior Engineer
84743,Picaronny,Juichirou,Assistant Engineer
84747,Felcyn,Yoshinari,Senior Staff
84748,Crelier,Jianhao,Engineer
84758,Usery,Toong,Senior Engineer
84773,Frolund,Naraig,Senior Engineer
84797,Baig,Tadanori,Technique Leader
84809,Zobel,Hironoby,Senior Engineer
84821,Vieri,Magy,Senior Staff
84827,Schmittgen,Moheb,Engineer
84849,Carrera,Kenroku,Senior Engineer
84860,Angot,Paris,Senior Engineer
84883,Khalil,Vishv,Senior Staff
84901,Peak,Lucien,Staff
84907,Smailagic,Miomir,Senior Staff
84910,Mondadori,Kaijung,Senior Staff
84916,Jiafu,Saddek,Senior Staff
84917,Fetvedt,Rafael,Engineer
84931,Sommer,Basem,Senior Staff
84933,Plessier,Sailaja,Senior Engineer
84943,Benantar,Hugo,Senior Engineer
84945,Hinsberger,DeForest,Senior Staff
84974,Pell,Baocai,Technique Leader
84976,Perez,Eran,Senior Staff
84982,Biron,Gino,Senior Staff
84983,Bashian,Shigeo,Senior Engineer
84994,Haraldson,Seongbae,Senior Staff
84999,Koblitz,Turgut,Senior Staff
85007,Hiyoshi,Tze,Senior Staff
85015,Lipner,Lijia,Senior Staff
85017,Swiler,Falguni,Senior Staff
85018,Billingsley,Marjo,Engineer
85020,Peir,Tiina,Senior Staff
85024,Hmelo,Zeydy,Senior Staff
85028,Heydon,Ebru,Senior Staff
85033,Luke,Garnet,Senior Staff
85040,Legleitner,Chikako,Senior Staff
85057,Sadowsky,Charlene,Senior Engineer
85062,Luks,Vasilis,Senior Engineer
85079,Wossner,Shan,Senior Staff
85080,Hofmeyr,Munir,Senior Engineer
85096,Feinberg,Xinglin,Engineer
85109,Rebaine,Ottavia,Assistant Engineer
85111,Kavraki,Sastry,Senior Staff
85119,Himler,Xiaobin,Senior Staff
85139,Tagansky,Joydip,Senior Staff
85146,Nittel,Hironobu,Senior Staff
85150,Cangellaris,Olivera,Senior Engineer
85154,Narahara,Moss,Senior Staff
85159,Buescher,Kendra,Senior Staff
85173,Coombs,Stepehn,Senior Staff
85184,Peng,Gretta,Senior Engineer
85195,Quadeer,Jiafu,Senior Staff
85199,Barbanera,Souichi,Engineer
85200,Serna,Ebbe,Senior Engineer
85202,Erdi,Guttorm,Senior Engineer
85204,Silva,Moni,Senior Staff
85206,Navazio,Shahar,Technique Leader
85210,Openshaw,Yolla,Senior Staff
85215,Detkin,Along,Senior Staff
85219,Zaiane,Anyuan,Senior Engineer
85220,Lipner,Kristin,Senior Staff
85225,Dulli,Felicidad,Staff
85230,Demke,Gal,Staff
85241,Falck,Martijn,Senior Staff
85242,Ernst,Kirk,Staff
85256,Kroha,Odinaldo,Senior Engineer
85258,Schwabacher,Elzbieta,Senior Engineer
85264,Silva,Annemarie,Senior Engineer
85267,Winter,Masaru,Senior Staff
85278,Karnin,Kamakshi,Senior Engineer
85281,Grospietsch,Tamiya,Senior Engineer
85295,Kroon,Zvonko,Senior Engineer
85300,Domenig,Panayotis,Technique Leader
85318,Hanratty,Navid,Senior Engineer
85325,Kadhim,Nagui,Technique Leader
85328,Kitsuregawa,Kien,Senior Engineer
85344,Dayana,Owen,Senior Staff
85347,Prochazka,Heeju,Senior Staff
85353,Tasistro,Kien,Senior Staff
85371,Lanphier,Suebskul,Senior Staff
85374,Herber,Hairong,Technique Leader
85377,Vecchio,Ishfaq,Senior Engineer
85385,Bennis,Alper,Senior Staff
85391,Glinert,Aleksander,Staff
85394,Conta,Sastry,Senior Engineer
85406,Matzke,Serap,Senior Staff
85416,Melton,Haldun,Senior Engineer
85433,Stanfel,Eberhardt,Senior Engineer
85463,Picht,Kyoichi,Engineer
85469,Schmiedel,Sasan,Senior Engineer
85470,Mahmud,Domenick,Technique Leader
85489,Zwicker,Adas,Senior Staff
85494,Gulik,Lech,Senior Staff
85504,Streit,Ghassan,Senior Engineer
85513,Spieker,Yagil,Senior Staff
85524,Tokunaga,Lillian,Senior Engineer
85525,Schlenzig,Chenyi,Senior Staff
85526,Frolund,Tzvetan,Senior Engineer
85532,Imataki,Jinxi,Senior Engineer
85537,Bernatsky,Tzu,Senior Staff
85551,Perry,Mohit,Technique Leader
85552,Perko,Atilio,Senior Engineer
85555,Morrow,Parke,Engineer
85570,Karlin,Shigehito,Senior Staff
85575,Matzov,Kiyotoshi,Senior Staff
85577,Sadowski,Deniz,Staff
85583,Hiyoshi,Sanjeeva,Engineer
85589,Bressoud,Amstein,Senior Engineer
85607,Hertweck,Yucai,Senior Engineer
85609,Benner,Otmar,Senior Engineer
85620,Chvatal,Yoshinari,Senior Staff
85621,Peha,Steen,Senior Staff
85622,Dengi,Berthier,Staff
85624,Keustermans,Ayonca,Senior Staff
85631,Murtagh,Munehiro,Senior Staff
85633,Snedden,Salvador,Senior Staff
85641,Buescher,Breannda,Senior Staff
85645,Ashish,Henk,Assistant Engineer
85647,Waymire,Kristian,Senior Staff
85669,Denis,Yishay,Senior Engineer
85675,Spell,Ziya,Technique Leader
85692,Petersohn,Marin,Senior Engineer
85696,Mitzlaff,Wuxu,Senior Staff
85708,Otillio,Steen,Senior Engineer
85719,Rosti,Satosi,Senior Staff
85739,Benzaken,Fumino,Senior Engineer
85743,Wissmann,Ramalingam,Senior Staff
85755,Ozeri,Aloys,Senior Staff
85757,Bach,Kannan,Senior Staff
85761,Hofting,Kazuyasu,Engineer
85775,Engberts,Georgy,Senior Engineer
85776,Reutenauer,Dante,Senior Staff
85784,Cronau,Nechama,Senior Staff
85786,Chaudhuri,Rafail,Senior Staff
85796,Boissier,Honglan,Staff
85799,Parveen,Radhika,Senior Staff
85811,Bain,Dayanand,Senior Engineer
85812,Erbe,Seshu,Senior Engineer
85825,Zedlitz,Hongzhu,Senior Staff
85827,Schach,Basant,Senior Staff
85835,Gyorkos,Pantung,Senior Engineer
85840,Reinhart,Kazuhiko,Engineer
85850,Usdin,Leszek,Senior Engineer
85866,Baek,Dinkar,Senior Staff
85876,Merks,Kellyn,Engineer
85883,Reghbati,Takahito,Engineer
85892,Binkley,Rasikan,Engineer
85894,Eugenio,Teunis,Senior Engineer
85899,Zaiane,Chinhyun,Senior Staff
85901,Hagimont,Tommaso,Senior Staff
85910,Lemarechal,Nishit,Senior Staff
85913,Rehfuss,Anwar,Senior Engineer
85924,Menhardt,Gita,Senior Engineer
85939,Schlegelmilch,Xinyu,Senior Staff
85941,Lunt,Sampalli,Senior Staff
85942,Sankaranarayanan,Jaber,Engineer
85949,Penttonen,Thodoros,Senior Engineer
85958,Vadhan,Fusako,Senior Staff
85968,Lorch,Idoia,Technique Leader
85988,Brlek,Aiichiro,Senior Staff
85990,Jakobus,Saeko,Senior Engineer
85999,Dymetman,Arch,Senior Staff
86003,Zielinski,Khaled,Senior Engineer
86005,Samarati,Sahrah,Senior Staff
86014,Zeilberger,Maris,Technique Leader
86016,Compeau,Eldridge,Engineer
86023,Braunschweig,Yuqun,Senior Staff
86029,Cronau,Yuguang,Senior Engineer
86037,Badache,Khaled,Staff
86045,Kavanagh,Leah,Engineer
86047,Suppi,Ebru,Engineer
86052,Badache,Hidekazu,Senior Staff
86060,Luce,Arvind,Senior Staff
86062,Anido,Zengping,Senior Staff
86065,Fetvedt,Suebskul,Senior Engineer
86070,Restivo,Diederik,Senior Engineer
86071,Kavvadias,Premsyl,Staff
86074,Zirintsis,Susanne,Senior Staff
86081,Iwayama,Valery,Senior Staff
86082,Redmiles,Marsha,Senior Staff
86083,Spell,Parke,Senior Engineer
86111,Mondadori,Flemming,Senior Engineer
86139,Lichtman,Arif,Senior Staff
86155,Luke,Tadahiko,Technique Leader
86157,Demizu,Kwangsub,Engineer
86164,Rothe,Adit,Senior Staff
86175,Herbst,Marc,Senior Engineer
86178,Krogh,Sakthirel,Senior Staff
86183,Baja,Takahiro,Senior Engineer
86196,Cincotta,Ugo,Staff
86211,Vanwelkenhuysen,Shih,Senior Engineer
86217,Asrin,Mari,Assistant Engineer
86224,Ishibashi,Shaunak,Senior Staff
86252,Selenyi,Mahendra,Staff
86267,Guting,Masato,Senior Engineer
86269,Swift,Kristinn,Senior Staff
86270,Menhoudj,Prodip,Senior Staff
86271,Llado,Ipke,Senior Staff
86275,Genin,Ipke,Engineer
86282,Baak,Martien,Senior Staff
86284,Wrigley,Fabrizio,Engineer
86287,Liesche,Masami,Senior Staff
86297,Feldmann,Susuma,Technique Leader
86305,Weisert,Nadjib,Senior Engineer
86308,Muhling,Dipankar,Engineer
86321,Vasanthakumar,Shiv,Engineer
86342,Boguraev,Marit,Senior Engineer
86351,Staylopatis,Jackson,Senior Staff
86357,Sessa,Rosalyn,Technique Leader
86364,Decaestecker,Shushma,Senior Engineer
86369,Stemann,Barton,Senior Engineer
86395,Grospietsch,Duke,Senior Staff
86404,Quaggetto,Jungsoon,Senior Engineer
86405,Bale,Sreekrishna,Senior Engineer
86416,Budinsky,Kazuhiro,Senior Engineer
86436,Kropf,Hilari,Senior Staff
86437,Bednarek,Zvonko,Senior Engineer
86445,Wynblatt,Chaoyi,Senior Staff
86448,Garnier,Fumino,Senior Engineer
86459,Etalle,Gritta,Senior Staff
86480,Tramer,Navid,Senior Engineer
86483,Gill,Shigenori,Senior Staff
86491,Conta,Shuzo,Senior Engineer
86494,Perng,Masato,Senior Staff
86499,Escriba,Lech,Senior Staff
86513,Murtha,Yishay,Senior Staff
86527,Pollacia,Toshiko,Senior Staff
86539,Junet,Adam,Senior Staff
86554,Itschner,George,Senior Engineer
86559,Tsukuda,Weiye,Senior Engineer
86561,Frolund,Thodoros,Assistant Engineer
86564,Theuretzbacher,Jaideep,Senior Engineer
86575,Sinitsyn,Berthier,Staff
86600,Baba,Baocai,Senior Staff
86608,Shigei,Honglan,Staff
86612,McAffer,Yuchang,Senior Staff
86617,Desikan,Mingsen,Senior Staff
86626,Polajnar,Sashi,Senior Staff
86629,Sommer,Yolla,Senior Staff
86631,Isaac,Tristan,Senior Engineer
86634,Terlouw,Odysseas,Technique Leader
86641,Gladwell,Kamran,Senior Engineer
86654,Taubenfeld,Jeane,Senior Staff
86667,Slobodova,King,Senior Engineer
86674,Candan,Fumiya,Senior Staff
86690,Whitcomb,Carrsten,Senior Engineer
86691,Serdy,Kagan,Senior Staff
86715,Farrag,Katsuo,Engineer
86746,Seiwald,Parke,Senior Engineer
86751,Swick,Feiyu,Senior Engineer
86754,Vigier,Guadalupe,Senior Staff
86772,Chepyzhov,Kayoko,Staff
86776,Danecki,Palash,Senior Staff
86788,Saoudi,Golgen,Senior Staff
86817,Sommen,Shmuel,Senior Engineer
86819,Bisiani,Wuxu,Senior Staff
86822,Veccia,Halsur,Senior Engineer
86823,Perly,Xiaopeng,Engineer
86831,Nanard,KayLiang,Staff
86832,Magalhaes,Duro,Senior Engineer
86838,Gecseg,Janche,Senior Staff
86851,Schusler,Kensyu,Senior Staff
86852,McFarlin,Lijie,Senior Engineer
86853,Giveon,Dhritiman,Senior Staff
86856,Perelgut,Vasilis,Staff
86862,Fetvedt,Pascal,Engineer
86871,Zolotykh,Djenana,Senior Engineer
86887,Roison,Martijn,Senior Staff
86905,Streng,Alenka,Senior Engineer
86906,Fiutem,Adel,Senior Engineer
86934,Strooper,Jovan,Senior Engineer
86941,Tanemo,Zhiguo,Senior Staff
86947,Hooghiemstra,Vitali,Senior Staff
86948,Swan,Rosita,Staff
86951,Coors,Martijn,Senior Engineer
86952,Oskamp,Richard,Senior Staff
86957,Guenter,Aris,Senior Engineer
86969,Rijckaert,Shai,Senior Engineer
86970,Zizka,Hugo,Senior Engineer
86973,Honiden,Shao,Engineer
86977,Hofstetter,Volkmar,Senior Engineer
86984,Kawashima,Lakshmi,Senior Engineer
87001,Maquelin,Sanjit,Senior Staff
87022,Eterovic,Mario,Senior Engineer
87028,Perfilyeva,Greger,Senior Engineer
87030,Prenel,Shmuel,Senior Staff
87043,Anily,Fay,Senior Engineer
87047,Beilner,True,Senior Staff
87054,Kandlur,Szabolcs,Senior Engineer
87059,Leuchs,Girolamo,Senior Staff
87060,Birdsall,Willard,Senior Staff
87064,Bednarek,Ewing,Engineer
87066,Zobel,Jaber,Senior Staff
87070,Farrow,Tsz,Senior Engineer
87078,Muntz,Boalin,Senior Engineer
87091,Hiraishi,Sashi,Senior Staff
87094,Turnbull,Stevo,Senior Engineer
87095,Laurillard,Jixiang,Staff
87107,Peir,Kasturi,Senior Staff
87115,Zyda,Charlene,Senior Staff
87133,Schoegge,Alexius,Senior Staff
87137,Tsunoo,Aluzio,Senior Staff
87144,Naudin,Kshitij,Engineer
87152,Byoun,Nakhoon,Senior Staff
87158,Neiman,Nahid,Technique Leader
87160,Gihr,Nevio,Senior Engineer
87161,Sudkamp,Ennio,Senior Staff
87168,Beerel,Herb,Senior Engineer
87170,Gide,Macha,Senior Engineer
87186,Luby,Shaowei,Senior Staff
87196,Ozery,Caolyn,Engineer
87197,Unni,Shahab,Senior Engineer
87199,Luck,Yefim,Engineer
87200,Skafidas,Shridhar,Senior Engineer
87202,Coors,Hatem,Senior Staff
87211,Masada,Ohad,Engineer
87232,Thebaut,Arch,Senior Engineer
87234,Mungall,Boriana,Senior Staff
87246,Melichar,Boaz,Senior Staff
87269,Etalle,IEEE,Senior Staff
87274,Gide,Hilari,Senior Staff
87278,Kragelund,Masato,Senior Engineer
87284,Fandrianto,Ranga,Senior Staff
87293,Champarnaud,Kwangho,Senior Staff
87302,Garigliano,Martina,Senior Staff
87306,Speckmann,Mabhin,Staff
87308,Bresenham,Shaz,Staff
87319,Bain,Zita,Senior Staff
87323,Nastansky,Akemi,Senior Engineer
87336,Dusink,Arco,Senior Staff
87337,Barbanera,Huai,Senior Staff
87339,Aseltine,Kamakshi,Technique Leader
87357,Kambil,Constantijn,Senior Engineer
87359,Bael,Sadok,Senior Staff
87372,Stellhorn,Maren,Senior Staff
87374,Maraist,Sampalli,Senior Staff
87401,Zweizig,Shietung,Senior Engineer
87415,Thibadeau,Radhia,Engineer
87422,Lorcy,Mohamadou,Senior Engineer
87442,Jeong,Marjo,Engineer
87446,Wilharm,Theron,Senior Engineer
87448,Serna,Weidon,Senior Engineer
87449,Validov,Golgen,Engineer
87450,Shobatake,Xuedong,Senior Engineer
87451,Denos,Zhonghui,Senior Engineer
87454,Veeraraghavan,Terresa,Senior Staff
87461,Decaestecker,Moni,Senior Engineer
87476,Niizuma,Amabile,Senior Engineer
87480,Mitzlaff,Geoff,Senior Staff
87483,Baranowski,Vesna,Senior Engineer
87492,Kushner,Susuma,Senior Engineer
87498,Shobatake,Rafols,Senior Staff
87504,Takanami,Fumiya,Senior Engineer
